Stations_id;Stationsname;geogr. Breite;geogr. Laenge;Stationshoehe;Bundesland;
        343;Belrieth                                ;   50.526899;   10.495634;          310;Thüringen                               ;
        344;Belsdorf bei Behnsdorf                  ;   52.341896;   11.151408;          135;Sachsen-Anhalt                          ;
        345;Belzig, Bad                             ;   52.143329;    12.59809;           80;Brandenburg                             ;
        346;Bendeleben                              ;   51.376505;   11.009245;          193;Thüringen                               ;
        347;Bendorf (A)                             ;   50.419901;    7.565569;           73;Rheinland-Pfalz                         ;
        348;Bendorf                                 ;   50.413502;    7.588566;          127;Rheinland-Pfalz                         ;
        349;Benediktbeuern                          ;   47.706356;   11.413741;          635;Bayern                                  ;
        351;Oberharz am Brocken-Sorge               ;   51.692567;   10.697587;          508;Sachsen-Anhalt                          ;
        352;Bennigsen                               ;     52.2333;      9.6667;           85;Niedersachsen                           ;
        353;Bensdorf-Woltersdorf                    ;   52.406697;   12.372618;           32;Brandenburg                             ;
        354;Zella-Mehlis-Benshausen                 ;    50.64603;   10.589563;          458;Thüringen                               ;
        355;Bensheim                                ;   49.678889;    8.627617;          140;Hessen                                  ;
        356;Benthe                                  ;   52.336088;    9.628842;           78;Niedersachsen                           ;
        357;Bentheim, Bad                           ;   52.301792;    7.130106;           50;Niedersachsen                           ;
        358;Benthullen                              ;   53.049101;    8.132969;           13;Niedersachsen                           ;
        359;Beratzhausen                            ;   49.102229;   11.795992;          464;Bayern                                  ;
        360;Berching                                ;   49.111467;   11.432818;          403;Bayern                                  ;
        361;Berchtesgaden (KKst)                    ;   47.634447;   13.010919;          550;Bayern                                  ;
        363;Berchtesgaden-Obersalzberg              ;   47.632747;   13.050314;          930;Bayern                                  ;
        364;Berchtesgaden-Oberau                    ;   47.652455;   13.056041;          716;Bayern                                  ;
        365;Berg/Oberpfalz                          ;   49.331142;   11.430315;          421;Bayern                                  ;
        366;Berga/Elster                            ;   50.752435;   12.167296;          265;Thüringen                               ;
        369;Bergen-Nindorf, Kreis Celle             ;     52.8333;      9.9833;           76;Niedersachsen                           ;
        371;Bergen/Rügen                            ;   54.421453;   13.437882;           82;Mecklenburg-Vorpommern                  ;
        372;Bergisch Gladbach -Refrath              ;   50.955188;    7.101809;           67;Nordrhein-Westfalen                     ;
        374;Berglen-Birkenweißbuch                  ;   48.849786;      9.4881;          402;Baden-Württemberg                       ;
        375;Bergneustadt-Hüngringhausen             ;   51.002335;    7.671051;          375;Nordrhein-Westfalen                     ;
